case_id,title,source_name,source_type,source_url,source_locator,public_status,license_or_reuse_note,app_family,vuln_class_raw,vuln_class_norm,attack_surface_keywords,endpoint_pattern,endpoint_pattern_status,seed_params,seed_params_status,expected_evidence,emulation_grade,automation_grade,north_star_section,statefulness,difficulty,difficulty_scale,description,hints,tags,normalization_confidence,extraction_notes,second_order_sink
juice-geostalkingvisualchallenge,Visual Geo Stalking,OWASP Juice Shop,public_training_app,https://raw.githubusercontent.com/juice-shop/juice-shop/master/data/static/challenges.yml,geoStalkingVisualChallenge,public,official public training-app challenge definition,juice-shop,Sensitive Data Exposure,auth.password-reset,"['login', 'file']","['/(#/)?login\\b', '/rest/user/login', '/rest/user/reset-password', '/upload', '/file-upload', '/api/.*upload']",heuristic,"['email', 'password', 'answer', 'newPassword', 'file', 'filename', 'contentType']",heuristic,authentication or password workflow can be bypassed or abused,workflow,signature_plus_state,auth,workflow,2,juice-shop-1-6,Determine the answer to Emma's security question by looking at an upload of her to the Photo Wall and use it to reset her password via the Forgot Password mechanism.,['Take a look at the details in the photo to determine the location of where it was taken.'],['OSINT'],0.68,Title/description/hints were parsed from the official challenge YAML. Endpoint patterns and seed params are heuristic unless explicitly visible in text.,
juice-killchatbotchallenge,Kill Chatbot,OWASP Juice Shop,public_training_app,https://raw.githubusercontent.com/juice-shop/juice-shop/master/data/static/challenges.yml,killChatbotChallenge,public,official public training-app challenge definition,juice-shop,Vulnerable Components,vulnerable-component-exposure,"['api', 'chatbot']","['/(#/)?chatbot\\b', '/api/chatbot']",heuristic,"['id', 'query', 'variables']",heuristic,unsafe third-party component introduces externally reachable weakness,workflow,ai_assisted,supply-chain,workflow,5,juice-shop-1-6,Permanently disable the support chatbot so that it can no longer answer customer queries.,"['Think of a way to get a hold of the internal workings on the chatbot API.', 'In order to disable the chatbot for all users, you must first get an understanding of how it works under the hood.', 'The chatbot sure offers a lot of functionality. Could it be that juice-shop relies on a third party, possibly open source library for this?', 'Maybe you can try to gather clues from around juice shop and then go dumpster dive the internet to get a hold of the bot’s source.']",['Code Analysis'],0.68,Title/description/hints were parsed from the official challenge YAML. Endpoint patterns and seed params are heuristic unless explicitly visible in text.,
juice-nullbytechallenge,Poison Null Byte,OWASP Juice Shop,public_training_app,https://raw.githubusercontent.com/juice-shop/juice-shop/master/data/static/challenges.yml,nullByteChallenge,public,official public training-app challenge definition,juice-shop,Improper Input Validation,generic-web-issue,['file'],"['/ftp(?:/|$)', '/assets/', '/download', '/logs?']",heuristic,"['path', 'file', 'filename']",heuristic,externally observable security weakness,workflow,ai_assisted,misc,workflow,4,juice-shop-1-6,Bypass a security control with a Poison Null Byte to access a file not meant for your eyes.,"['Analyze and tamper with links in the application until you get to an unprotected directory listing.', 'Some files in there are not directly accessible because a security mechanism prevents access.', 'The Poison Null Byte can trick the security mechanism into thinking that the file you want has a valid file type.', 'Depending on the files you try to retrieve you will probably solve ""Access a developer’s forgotten backup file"", ""Access a salesman’s forgotten backup file"", ""Access a misplaced SIEM signature file, or ""Find the hidden easter egg"" along the way.']",['Prerequisite'],0.68,Title/description/hints were parsed from the official challenge YAML. Endpoint patterns and seed params are heuristic unless explicitly visible in text.,
juice-bullychatbotchallenge,Bully Chatbot,OWASP Juice Shop,public_training_app,https://raw.githubusercontent.com/juice-shop/juice-shop/master/data/static/challenges.yml,bullyChatbotChallenge,public,official public training-app challenge definition,juice-shop,Miscellaneous,anti-automation-bypass,['chatbot'],"['/(#/)?chatbot\\b', '/api/chatbot']",heuristic,[],unknown,"rate limit, CAPTCHA, or bot controls are bypassable",workflow,ai_assisted,anti-automation,workflow,1,juice-shop-1-6,Receive a coupon code from the support chatbot.,"['The bot is reluctant to give you a coupon as it’s coming up with various excuses for not giving you one.', 'Asking over and over again like a little kid might actually help you succeed in this case.', 'No seriously, just keep asking.']","['Shenanigans', 'Brute Force']",0.68,Title/description/hints were parsed from the official challenge YAML. Endpoint patterns and seed params are heuristic unless explicitly visible in text.,
juice-lfrchallenge,Local File Read,OWASP Juice Shop,public_training_app,https://raw.githubusercontent.com/juice-shop/juice-shop/master/data/static/challenges.yml,lfrChallenge,public,official public training-app challenge definition,juice-shop,Vulnerable Components,vulnerable-component-exposure,"['api', 'file']","['/ftp(?:/|$)', '/assets/', '/download', '/logs?']",heuristic,"['path', 'file', 'filename']",heuristic,unsafe third-party component introduces externally reachable weakness,workflow,ai_assisted,supply-chain,workflow,5,juice-shop-1-6,Gain read access to an arbitrary local file on the web server.,"['You should read up on vulnerabilities in popular NodeJs template engines.', 'You should read up on Local File Read (LFR) vulnerabilities in popular NodeJS template engines.', 'Look for an easily forgettable endpoint in Juice Shop to test out the LFR attack.', '500 Internal Server Error is always an interesting status code.', 'Fuzzing can also help with this challenge.']","['OSINT', 'Danger Zone']",0.68,Title/description/hints were parsed from the official challenge YAML. Endpoint patterns and seed params are heuristic unless explicitly visible in text.,
juice-closenotificationschallenge,Mass Dispel,OWASP Juice Shop,public_training_app,https://raw.githubusercontent.com/juice-shop/juice-shop/master/data/static/challenges.yml,closeNotificationsChallenge,public,official public training-app challenge definition,juice-shop,Miscellaneous,info-disclosure,"['file', 'client']","['/ftp(?:/|$)', '/assets/', '/download', '/logs?']",heuristic,"['path', 'file', 'filename']",heuristic,"sensitive file, data object, or credential material is retrievable without intended protection",replayable,signature,exposure,stateless,1,juice-shop-1-6,"Close multiple ""Challenge solved""-notifications in one go.","['Either check the official documentation or inspect a notification UI element directly.', 'This challenge is most easily solvable immediately after a server restart.', 'Alternatively you can also inspect any ""Challenge solved""-notification in your browser to understand its convenience feature.']",[],0.68,Title/description/hints were parsed from the official challenge YAML. Endpoint patterns and seed params are heuristic unless explicitly visible in text.,
juice-csafchallenge,Security Advisory,OWASP Juice Shop,public_training_app,https://raw.githubusercontent.com/juice-shop/juice-shop/master/data/static/challenges.yml,csafChallenge,public,official public training-app challenge definition,juice-shop,Miscellaneous,business-logic,['generic-web'],,unknown,[],unknown,multi-step workflow can be manipulated to reach unintended business outcome,workflow,ai_assisted,business-logic,workflow,3,juice-shop-1-6,"The Juice Shop is susceptible to a known vulnerability in a library, for which an advisory has already been issued, marking the Juice Shop as known affected. A fix is still pending. Inform the shop about a suitable checksum as proof that you did your due diligence.",['Security Advisories are often listed in the security.txt'],[],0.6,Title/description/hints were parsed from the official challenge YAML. Endpoint patterns and seed params are heuristic unless explicitly visible in text.,
juice-exposedcredentialschallenge,Exposed credentials,OWASP Juice Shop,public_training_app,https://raw.githubusercontent.com/juice-shop/juice-shop/master/data/static/challenges.yml,exposedCredentialsChallenge,public,official public training-app challenge definition,juice-shop,Sensitive Data Exposure,info-disclosure,['client'],,unknown,[],unknown,"sensitive file, data object, or credential material is retrievable without intended protection",replayable,signature,exposure,stateless,2,juice-shop-1-6,"A developer was careless with hardcoding unused, but still valid credentials for a testing account on the client-side.",['Have a look at the client-side code in the dev console.'],[],0.6,Title/description/hints were parsed from the official challenge YAML. Endpoint patterns and seed params are heuristic unless explicitly visible in text.,
juice-leakedapikeychallenge,Leaked API Key,OWASP Juice Shop,public_training_app,https://raw.githubusercontent.com/juice-shop/juice-shop/master/data/static/challenges.yml,leakedApiKeyChallenge,public,official public training-app challenge definition,juice-shop,Sensitive Data Exposure,info-disclosure,['api'],,unknown,"['id', 'query', 'variables']",heuristic,"sensitive file, data object, or credential material is retrievable without intended protection",replayable,signature,exposure,stateless,5,juice-shop-1-6,Inform the shop about a leaked API key. (Mention the exact key in your comment),"['The API call is part of a scheduled process ""behind the scenes"", i.e. completely unrelated to the web application.', 'Check the Juice Shop’s social media channels for regularly scheduled content being posted, possibly even indicating that it was automatically created.', 'Find out which part of the content might come from the response of an API call.', 'Find the place where the API call happens — as stated above, it is not in the web application — and then look for the API key itself.']",[],0.6,Title/description/hints were parsed from the official challenge YAML. Endpoint patterns and seed params are heuristic unless explicitly visible in text.,
wrongsecrets-challenge-0,WrongSecrets Challenge 0,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-0,public,official public training-app challenge configuration,wrongsecrets,Intro,intro.training-secrets,"['config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,introductory secret-retrieval condition is observable,stateful,signature,intro,stateful,easy,wrongsecrets-label,Intro challenge in WrongSecrets.,"['explanation=explanations/challenge0.adoc', 'hint=explanations/challenge0_hint.adoc']","['Intro', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-1,WrongSecrets Challenge 1,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-1,public,official public training-app challenge configuration,wrongsecrets,Git,secrets.git-exposure,"['repo', 'config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,"credential or secret material recoverable from git history, repo files, or metadata",replayable,signature,secrets,stateless,easy,wrongsecrets-label,Git challenge in WrongSecrets.,"['explanation=explanations/challenge1.adoc', 'hint=explanations/challenge1_hint.adoc']","['Git', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-2,WrongSecrets Challenge 2,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-2,public,official public training-app challenge configuration,wrongsecrets,Git,secrets.git-exposure,"['repo', 'config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,"credential or secret material recoverable from git history, repo files, or metadata",replayable,signature,secrets,stateless,easy,wrongsecrets-label,Git challenge in WrongSecrets.,"['explanation=explanations/challenge2.adoc', 'hint=explanations/challenge2_hint.adoc']","['Git', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-3,WrongSecrets Challenge 3,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-3,public,official public training-app challenge configuration,wrongsecrets,Docker,secrets.container-exposure,"['config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,"secret retrievable from image layers, environment, or container metadata",replayable,signature,secrets,stateless,easy,wrongsecrets-label,Docker challenge in WrongSecrets.,"['explanation=explanations/challenge3.adoc', 'hint=explanations/challenge3_hint.adoc']","['Docker', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-4,WrongSecrets Challenge 4,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-4,public,official public training-app challenge configuration,wrongsecrets,Docker,secrets.container-exposure,"['config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,"secret retrievable from image layers, environment, or container metadata",replayable,signature,secrets,stateless,normal,wrongsecrets-label,Docker challenge in WrongSecrets.,"['explanation=explanations/challenge4.adoc', 'hint=explanations/challenge4_hint.adoc']","['Docker', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-5,WrongSecrets Challenge 5,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-5,public,official public training-app challenge configuration,wrongsecrets,Configmaps,secrets.k8s-configmap-exposure,"['config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,secret-like data exposed through Kubernetes ConfigMap or adjacent config,stateful,signature,secrets,stateful,normal,wrongsecrets-label,Configmaps challenge in WrongSecrets.,"['explanation=explanations/challenge5.adoc', 'hint=explanations/challenge5_hint.adoc']","['Configmaps', 'Kubernetes', 'K8s with Vault', 'GCP', 'Azure']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-6,WrongSecrets Challenge 6,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-6,public,official public training-app challenge configuration,wrongsecrets,Secrets,secrets.k8s-secret-exposure,"['config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,secret material retrievable from Kubernetes secrets or attached runtime surfaces,stateful,signature,secrets,stateful,normal,wrongsecrets-label,Secrets challenge in WrongSecrets.,"['explanation=explanations/challenge6.adoc', 'hint=explanations/challenge6_hint.adoc']","['Secrets', 'Kubernetes', 'K8s with Vault', 'GCP', 'Azure']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-7,WrongSecrets Challenge 7,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-7,public,official public training-app challenge configuration,wrongsecrets,Vault,secrets.vault-misuse,"['config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,"secret retrievable because Vault integration, policy, or path handling is misconfigured",workflow,signature,secrets,workflow,expert,wrongsecrets-label,Vault challenge in WrongSecrets.,"['explanation=explanations/challenge7.adoc', 'hint=explanations/challenge7_hint.adoc']","['Vault', 'K8s with Vault', 'GCP', 'AWS', 'Azure']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-8,WrongSecrets Challenge 8,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-8,public,official public training-app challenge configuration,wrongsecrets,Logging,secrets.log-exposure,"['file', 'config', 'cloud']",,unknown,"['path', 'file', 'filename', 'repo', 'env', 'token', 'key']",heuristic,credentials or tokens leak via application or infrastructure logs,replayable,signature,secrets,stateless,normal,wrongsecrets-label,Logging challenge in WrongSecrets.,"['explanation=explanations/challenge8.adoc', 'hint=explanations/challenge8_hint.adoc']","['Logging', 'Docker', 'GCP', 'AWS', 'Azure']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-9,WrongSecrets Challenge 9,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-9,public,official public training-app challenge configuration,wrongsecrets,Terraform,secrets.terraform-state-exposure,"['config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,"secret retrievable from IaC files, state, or deployment metadata",workflow,signature,secrets,workflow,hard,wrongsecrets-label,Terraform challenge in WrongSecrets.,"['explanation=explanations/challenge9.adoc', 'hint=explanations/challenge9_hint.adoc']","['Terraform', 'AWS']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-10,WrongSecrets Challenge 10,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-10,public,official public training-app challenge configuration,wrongsecrets,CSI-Driver,secrets.csi-driver-exposure,"['config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,secret retrievable via storage or secret-mount integration,workflow,signature,secrets,workflow,expert,wrongsecrets-label,CSI-Driver challenge in WrongSecrets.,"['explanation=explanations/challenge10.adoc', 'hint=explanations/challenge10_hint.adoc']","['CSI-Driver', 'AWS']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-11,WrongSecrets Challenge 11,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-11,public,official public training-app challenge configuration,wrongsecrets,IAM privilege escalation,cloud.iam-privilege-escalation,"['config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,privilege escalation or secret access becomes possible through IAM misconfiguration,workflow,ai_assisted,cloud,workflow,expert,wrongsecrets-label,IAM privilege escalation challenge in WrongSecrets.,"['explanation=explanations/challenge11.adoc', 'hint=explanations/challenge11_hint.adoc']","['IAM privilege escalation', 'AWS']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-12,WrongSecrets Challenge 12,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-12,public,official public training-app challenge configuration,wrongsecrets,Docker,secrets.container-exposure,"['config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,"secret retrievable from image layers, environment, or container metadata",replayable,signature,secrets,stateless,hard,wrongsecrets-label,Docker challenge in WrongSecrets.,"['explanation=explanations/challenge12.adoc', 'hint=explanations/challenge12_hint.adoc']","['Docker', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-13,WrongSecrets Challenge 13,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-13,public,official public training-app challenge configuration,wrongsecrets,CI/CD,secrets.cicd-exposure,"['config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,"pipeline variables, artifacts, or workflow metadata expose secret material",stateful,signature,secrets,stateful,hard,wrongsecrets-label,CI/CD challenge in WrongSecrets.,"['explanation=explanations/challenge13.adoc', 'hint=explanations/challenge13_hint.adoc']","['CI/CD', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-14,WrongSecrets Challenge 14,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-14,public,official public training-app challenge configuration,wrongsecrets,Password Manager,secrets.password-manager-exposure,"['login', 'config', 'cloud']",,unknown,"['email', 'password', 'path', 'repo', 'file', 'env', 'token', 'key']",heuristic,credentials recoverable from password-manager misuse or export surface,stateful,signature,secrets,stateful,expert,wrongsecrets-label,Password Manager challenge in WrongSecrets.,"['explanation=explanations/challenge14.adoc', 'hint=explanations/challenge14_hint.adoc']","['Password Manager', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-15,WrongSecrets Challenge 15,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-15,public,official public training-app challenge configuration,wrongsecrets,Git,secrets.git-exposure,"['repo', 'config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,"credential or secret material recoverable from git history, repo files, or metadata",replayable,signature,secrets,stateless,normal,wrongsecrets-label,Git challenge in WrongSecrets.,"['explanation=explanations/challenge15.adoc', 'hint=explanations/challenge15_hint.adoc']","['Git', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-16,WrongSecrets Challenge 16,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-16,public,official public training-app challenge configuration,wrongsecrets,Front-end,secrets.frontend-exposure,"['config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,client-delivered code or assets expose secret material,replayable,signature,secrets,stateless,hard,wrongsecrets-label,Front-end challenge in WrongSecrets.,"['explanation=explanations/challenge16.adoc', 'hint=explanations/challenge16_hint.adoc']","['Front-end', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-17,WrongSecrets Challenge 17,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-17,public,official public training-app challenge configuration,wrongsecrets,Docker,secrets.container-exposure,"['config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,"secret retrievable from image layers, environment, or container metadata",replayable,signature,secrets,stateless,hard,wrongsecrets-label,Docker challenge in WrongSecrets.,"['explanation=explanations/challenge17.adoc', 'hint=explanations/challenge17_hint.adoc']","['Docker', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-18,WrongSecrets Challenge 18,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-18,public,official public training-app challenge configuration,wrongsecrets,Cryptography,crypto.key-management,"['config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,"keys, plaintext, or decryptability issues become observable through weak cryptographic handling",stateful,ai_assisted,crypto,stateful,master,wrongsecrets-label,Cryptography challenge in WrongSecrets.,"['explanation=explanations/challenge18.adoc', 'hint=explanations/challenge18_hint.adoc']","['Cryptography', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-19,WrongSecrets Challenge 19,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-19,public,official public training-app challenge configuration,wrongsecrets,Binary,secrets.binary-embedded-secret,"['config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,hardcoded secret or key can be extracted from binaries or compiled artifacts,stateful,ai_assisted,secrets,stateful,expert,wrongsecrets-label,Binary challenge in WrongSecrets.,"['explanation=explanations/challenge19.adoc', 'hint=explanations/challenge19_hint.adoc']","['Binary', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-20,WrongSecrets Challenge 20,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-20,public,official public training-app challenge configuration,wrongsecrets,Binary,secrets.binary-embedded-secret,"['config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,hardcoded secret or key can be extracted from binaries or compiled artifacts,stateful,ai_assisted,secrets,stateful,expert,wrongsecrets-label,Binary challenge in WrongSecrets.,"['explanation=explanations/challenge20.adoc', 'hint=explanations/challenge20_hint.adoc']","['Binary', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-21,WrongSecrets Challenge 21,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-21,public,official public training-app challenge configuration,wrongsecrets,Binary,secrets.binary-embedded-secret,"['config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,hardcoded secret or key can be extracted from binaries or compiled artifacts,stateful,ai_assisted,secrets,stateful,master,wrongsecrets-label,Binary challenge in WrongSecrets.,"['explanation=explanations/challenge21.adoc', 'hint=explanations/challenge21_hint.adoc']","['Binary', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-22,WrongSecrets Challenge 22,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-22,public,official public training-app challenge configuration,wrongsecrets,Binary,secrets.binary-embedded-secret,"['config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,hardcoded secret or key can be extracted from binaries or compiled artifacts,stateful,ai_assisted,secrets,stateful,master,wrongsecrets-label,Binary challenge in WrongSecrets.,"['explanation=explanations/challenge22.adoc', 'hint=explanations/challenge22_hint.adoc']","['Binary', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-23,WrongSecrets Challenge 23,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-23,public,official public training-app challenge configuration,wrongsecrets,Front-end,secrets.frontend-exposure,"['config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,client-delivered code or assets expose secret material,replayable,signature,secrets,stateless,easy,wrongsecrets-label,Front-end challenge in WrongSecrets.,"['explanation=explanations/challenge23.adoc', 'hint=explanations/challenge23_hint.adoc']","['Front-end', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
wrongsecrets-challenge-24,WrongSecrets Challenge 24,OWASP WrongSecrets,public_training_app,https://raw.githubusercontent.com/OWASP/wrongsecrets/master/src/main/resources/wrong-secrets-configuration.yaml,challenge-24,public,official public training-app challenge configuration,wrongsecrets,Cryptography,crypto.key-management,"['config', 'cloud']",,unknown,"['path', 'repo', 'file', 'env', 'token', 'key']",heuristic,"keys, plaintext, or decryptability issues become observable through weak cryptographic handling",stateful,ai_assisted,crypto,stateful,normal,wrongsecrets-label,Cryptography challenge in WrongSecrets.,"['explanation=explanations/challenge24.adoc', 'hint=explanations/challenge24_hint.adoc']","['Cryptography', 'Docker', 'Heroku', 'Fly.io', 'Railway.io']",0.55,WrongSecrets titles in the config are numeric challenge identifiers. Category and explanation file references were preserved; endpoint patterns are not inferred from the config alone.,
